id,dt,productid,optionid,defaultchoiceid,created,updated
30013,2005-02-03 23:09:26.461949-08,29994,9,29573,2005-02-03 23:09:26.461949-08,2005-02-03 23:09:26.461949-08
30009,2005-02-03 23:09:26.461949-08,29994,5,5292,2005-02-03 23:09:26.461949-08,2005-02-03 23:09:26.461949-08
30011,2005-02-03 23:09:26.461949-08,29994,3,5676,2005-02-03 23:09:26.461949-08,2005-02-03 23:09:26.461949-08
30010,2005-02-03 23:09:26.461949-08,29994,4,4663,2005-02-03 23:09:26.461949-08,2005-02-03 23:09:26.461949-08
30008,2005-02-03 23:09:26.461949-08,29994,6835,27253,2005-02-03 23:09:26.461949-08,2005-02-03 23:09:26.461949-08
29877,2005-02-03 23:07:53.937637-08,29872,23199,27253,2005-02-03 23:07:53.937637-08,2005-02-03 23:07:53.937637-08
29879,2005-02-03 23:07:53.937637-08,29872,23200,27253,2005-02-03 23:07:53.937637-08,2005-02-03 23:07:53.937637-08
30149,2005-02-03 23:09:26.673734-08,30146,5,11625,2005-02-03 23:09:26.673734-08,2005-02-03 23:09:26.673734-08
30150,2005-02-03 23:09:26.673734-08,30146,26686,26682,2005-02-03 23:09:26.673734-08,2005-02-03 23:09:26.673734-08
30159,2005-02-03 23:09:26.673734-08,30146,15765,15759,2005-02-03 23:09:26.673734-08,2005-02-03 23:09:26.673734-08
30006,2005-02-03 23:09:26.461949-08,29994,15765,15756,2005-02-03 23:09:26.461949-08,2005-02-03 23:09:26.461949-08
29883,2005-02-03 23:07:53.937637-08,29872,15765,15756,2005-02-03 23:07:53.937637-08,2005-02-03 23:07:53.937637-08
29881,2005-02-03 23:07:53.937637-08,29872,6520,28381,2005-02-03 23:07:53.937637-08,2005-02-03 23:07:53.937637-08
30265,2005-02-07 20:32:11.611586-08,30264,28983,28986,2005-02-07 20:32:11.611586-08,2005-02-07 20:32:11.611586-08
30266,2005-02-07 20:32:11.611586-08,30264,28982,28984,2005-02-07 20:32:11.611586-08,2005-02-07 20:32:11.611586-08
30274,2005-02-07 20:32:11.611586-08,30264,15765,30,2005-02-07 20:32:11.611586-08,2005-02-07 20:32:11.611586-08
30275,2005-02-07 20:32:11.611586-08,30264,18048,18049,2005-02-07 20:32:11.611586-08,2005-02-07 20:32:11.611586-08
40099,2008-10-28 12:02:47.68552-07,40088,28982,28984,2008-10-28 12:02:47.68552-07,2008-10-28 12:02:47.68552-07
30279,2005-02-07 20:32:11.611586-08,30264,10,30,2005-02-07 20:32:11.611586-08,2005-02-07 20:32:11.611586-08
29705,2005-02-03 09:48:38.06857-08,29689,7,23919,2005-02-03 09:48:38.06857-08,2005-02-03 09:48:38.06857-08
29595,2005-02-03 09:47:50.579261-08,29579,7,23919,2005-02-03 09:47:50.579261-08,2005-02-03 09:47:50.579261-08
29886,2005-02-03 23:07:53.937637-08,29872,4,19663,2005-02-03 23:07:53.937637-08,2005-02-03 23:07:53.937637-08
37372,2006-01-24 20:00:17.330228-08,37357,5929,30,2006-01-24 20:00:17.330228-08,2006-01-24 20:00:17.330228-08
35509,2006-01-24 20:00:17-08,35463,28983,28986,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
30277,2005-02-07 20:32:11.611586-08,30264,9,29573,2005-02-07 20:32:11.611586-08,2005-02-07 20:32:11.611586-08
35162,2006-01-24 20:00:17-08,35034,4,19663,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
30391,2005-02-08 10:34:55.783041-08,30386,10,30,2005-02-08 10:34:55.783041-08,2005-02-08 10:34:55.783041-08
46680,2010-05-03 10:16:26.096993-07,46676,32416,32414,2010-05-03 10:16:26.096993-07,2010-05-03 10:16:26.096993-07
30394,2005-02-08 10:34:55.783041-08,30386,18048,18049,2005-02-08 10:34:55.783041-08,2005-02-08 10:34:55.783041-08
30395,2005-02-08 10:34:55.783041-08,30386,15765,30,2005-02-08 10:34:55.783041-08,2005-02-08 10:34:55.783041-08
37373,2006-01-24 20:00:17.330228-08,37357,5930,30,2006-01-24 20:00:17.330228-08,2006-01-24 20:00:17.330228-08
30398,2005-02-08 10:34:55.783041-08,30386,28982,28984,2005-02-08 10:34:55.783041-08,2005-02-08 10:34:55.783041-08
30399,2005-02-08 10:34:55.783041-08,30386,28983,28986,2005-02-08 10:34:55.783041-08,2005-02-08 10:34:55.783041-08
35092,2006-01-24 20:00:17-08,35034,28982,28984,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
35091,2006-01-24 20:00:17-08,35034,28983,28986,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
30387,2005-02-08 10:34:55.783041-08,30386,9,27298,2005-02-08 10:34:55.783041-08,2005-02-08 10:34:55.783041-08
40100,2008-10-28 12:02:47.68552-07,40088,28983,28986,2008-10-28 12:02:47.68552-07,2008-10-28 12:02:47.68552-07
46681,2010-05-03 10:16:26.096993-07,46676,32417,32414,2010-05-03 10:16:26.096993-07,2010-05-03 10:16:26.096993-07
33524,2006-01-24 20:00:17-08,33512,28983,28986,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
14827,2002-07-11 23:42:17-07,14822,5929,30,2002-07-11 23:42:17-07,2002-07-11 23:42:17-07
30508,2005-02-23 18:30:20.055003-08,30505,6520,8922,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30511,2005-02-23 18:30:20.055003-08,30505,10,30,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30512,2005-02-23 18:30:20.055003-08,30505,6,30,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30513,2005-02-23 18:30:20.055003-08,30505,9,20963,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30514,2005-02-23 18:30:20.055003-08,30505,4318,4663,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30518,2005-02-23 18:30:20.055003-08,30505,16853,30,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30519,2005-02-23 18:30:20.055003-08,30505,18048,18049,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30506,2005-02-23 18:30:20.055003-08,30505,28983,29002,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30509,2005-02-23 18:30:20.055003-08,30505,6564,8920,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30510,2005-02-23 18:30:20.055003-08,30505,7,6263,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30515,2005-02-23 18:30:20.055003-08,30505,5,1027,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30516,2005-02-23 18:30:20.055003-08,30505,15765,15761,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30517,2005-02-23 18:30:20.055003-08,30505,2,6868,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30507,2005-02-23 18:30:20.055003-08,30505,28982,29002,2005-02-23 18:30:20.055003-08,2005-02-23 18:30:20.055003-08
30592,2005-02-23 22:29:13.929231-08,30591,28982,29002,2005-02-23 22:29:13.929231-08,2005-02-23 22:29:13.929231-08
30598,2005-02-23 22:29:13.929231-08,30591,28983,29002,2005-02-23 22:29:13.929231-08,2005-02-23 22:29:13.929231-08
30599,2005-02-23 22:29:13.929231-08,30591,18048,18049,2005-02-23 22:29:13.929231-08,2005-02-23 22:29:13.929231-08
30604,2005-02-23 22:29:13.929231-08,30591,10,30,2005-02-23 22:29:13.929231-08,2005-02-23 22:29:13.929231-08
30594,2005-02-23 22:29:13.929231-08,30591,15765,15758,2005-02-23 22:29:13.929231-08,2005-02-23 22:29:13.929231-08
30600,2005-02-23 22:29:13.929231-08,30591,16853,18007,2005-02-23 22:29:13.929231-08,2005-02-23 22:29:13.929231-08
30278,2005-02-07 20:32:11.611586-08,30264,11959,9279,2005-02-07 20:32:11.611586-08,2005-02-07 20:32:11.611586-08
30392,2005-02-08 10:34:55.783041-08,30386,11959,9279,2005-02-08 10:34:55.783041-08,2005-02-08 10:34:55.783041-08
30602,2005-02-23 22:29:13.929231-08,30591,9,30869,2005-02-23 22:29:13.929231-08,2005-02-23 22:29:13.929231-08
30593,2005-02-23 22:29:13.929231-08,30591,4267,30,2005-02-23 22:29:13.929231-08,2005-02-23 22:29:13.929231-08
30891,2005-03-14 14:22:10.01934-08,30890,28983,28986,2005-03-14 14:22:10.01934-08,2005-03-14 14:22:10.01934-08
30892,2005-03-14 14:22:10.01934-08,30890,28982,28984,2005-03-14 14:22:10.01934-08,2005-03-14 14:22:10.01934-08
30896,2005-03-14 14:22:10.01934-08,30890,18048,18049,2005-03-14 14:22:10.01934-08,2005-03-14 14:22:10.01934-08
30900,2005-03-14 14:22:10.01934-08,30890,10,30,2005-03-14 14:22:10.01934-08,2005-03-14 14:22:10.01934-08
30893,2005-03-14 14:22:10.01934-08,30890,1,31002,2005-03-14 14:22:10.01934-08,2005-03-14 14:22:10.01934-08
30904,2005-03-14 14:22:10.01934-08,30890,9,31003,2005-03-14 14:22:10.01934-08,2005-03-14 14:22:10.01934-08
30895,2005-03-14 14:22:10.01934-08,30890,20071,27251,2005-03-14 14:22:10.01934-08,2005-03-14 14:22:10.01934-08
30899,2005-03-14 14:22:10.01934-08,30890,5,5291,2005-03-14 14:22:10.01934-08,2005-03-14 14:22:10.01934-08
31022,2005-03-14 15:24:34.555662-08,31021,5,5291,2005-03-14 15:24:34.555662-08,2005-03-14 15:24:34.555662-08
31024,2005-03-14 15:24:34.555662-08,31021,28983,28986,2005-03-14 15:24:34.555662-08,2005-03-14 15:24:34.555662-08
31025,2005-03-14 15:24:34.555662-08,31021,28982,28984,2005-03-14 15:24:34.555662-08,2005-03-14 15:24:34.555662-08
31030,2005-03-14 15:24:34.555662-08,31021,13317,30,2005-03-14 15:24:34.555662-08,2005-03-14 15:24:34.555662-08
31032,2005-03-14 15:24:34.555662-08,31021,18048,18049,2005-03-14 15:24:34.555662-08,2005-03-14 15:24:34.555662-08
31033,2005-03-14 15:24:34.555662-08,31021,16853,30,2005-03-14 15:24:34.555662-08,2005-03-14 15:24:34.555662-08
31034,2005-03-14 15:24:34.555662-08,31021,11,30,2005-03-14 15:24:34.555662-08,2005-03-14 15:24:34.555662-08
31035,2005-03-14 15:24:34.555662-08,31021,10,30,2005-03-14 15:24:34.555662-08,2005-03-14 15:24:34.555662-08
31036,2005-03-14 15:24:34.555662-08,31021,3,9,2005-03-14 15:24:34.555662-08,2005-03-14 15:24:34.555662-08
31037,2005-03-14 15:24:34.555662-08,31021,9,13077,2005-03-14 15:24:34.555662-08,2005-03-14 15:24:34.555662-08
31038,2005-03-14 15:24:34.555662-08,31021,2,27251,2005-03-14 15:24:34.555662-08,2005-03-14 15:24:34.555662-08
31023,2005-03-14 15:24:34.555662-08,31021,1,31143,2005-03-14 15:24:34.555662-08,2005-03-14 15:24:34.555662-08
31026,2005-03-14 15:24:34.555662-08,31021,7,31147,2005-03-14 15:24:34.555662-08,2005-03-14 15:24:34.555662-08
30894,2005-03-14 14:22:10.01934-08,30890,7,31147,2005-03-14 14:22:10.01934-08,2005-03-14 14:22:10.01934-08
26954,2004-04-01 16:21:50.479933-08,26952,9,29573,2004-04-01 16:21:50.479933-08,2004-04-01 16:21:50.479933-08
26966,2010-03-25 14:53:01.517954-07,26952,32417,32411,2010-03-25 14:53:01.517954-07,2010-03-25 14:53:01.517954-07
22333,2003-06-23 01:11:00-07,22331,7,4476,2003-06-23 01:11:00-07,2003-06-23 01:11:00-07
30595,2005-02-23 22:29:13.929231-08,30591,5,5293,2005-02-23 22:29:13.929231-08,2005-02-23 22:29:13.929231-08
30603,2005-02-23 22:29:13.929231-08,30591,5929,30,2005-02-23 22:29:13.929231-08,2005-02-23 22:29:13.929231-08
30605,2005-02-23 22:29:13.929231-08,30591,6520,31171,2005-02-23 22:29:13.929231-08,2005-02-23 22:29:13.929231-08
44311,2010-01-29 12:46:36.929272-08,44305,11,30,2010-01-29 12:46:36.929272-08,2010-01-29 12:46:36.929272-08
30597,2005-02-23 22:29:13.929231-08,30591,6564,18354,2005-02-23 22:29:13.929231-08,2005-02-23 22:29:13.929231-08
26953,2004-04-01 16:21:50.479933-08,26952,6564,31173,2004-04-01 16:21:50.479933-08,2004-04-01 16:21:50.479933-08
26964,2004-04-01 16:21:50.479933-08,26952,6520,31176,2004-04-01 16:21:50.479933-08,2004-04-01 16:21:50.479933-08
8603,2001-08-28 21:08:41-07,8601,7,4476,2001-08-28 21:08:41-07,2001-08-28 21:08:41-07
42559,2009-06-03 12:39:09.236889-07,42557,18849,42580,2009-06-03 12:39:09.236889-07,2009-06-03 12:39:09.236889-07
13775,2002-04-12 17:15:20-07,13771,32399,32382,2002-04-12 17:15:20-07,2002-04-12 17:15:20-07
26956,2004-04-01 16:21:50.479933-08,26952,5,11625,2004-04-01 16:21:50.479933-08,2004-04-01 16:21:50.479933-08
33276,2006-01-24 20:00:17-08,33272,4318,34644,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
33091,2006-01-24 20:00:17-08,33081,4318,19247,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
35105,2006-01-24 20:00:17-08,35034,6,30,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
8610,2001-08-28 21:08:41-07,8601,4,19663,2001-08-28 21:08:41-07,2001-08-28 21:08:41-07
31206,2005-04-05 13:59:12.844808-07,31205,28983,28986,2005-04-05 13:59:12.844808-07,2005-04-05 13:59:12.844808-07
31207,2005-04-05 13:59:12.844808-07,31205,28982,28984,2005-04-05 13:59:12.844808-07,2005-04-05 13:59:12.844808-07
31208,2005-04-05 13:59:12.844808-07,31205,9,31217,2005-04-05 13:59:12.844808-07,2005-04-05 13:59:12.844808-07
23280,2003-07-08 14:30:42-07,23272,2,30,2003-07-08 14:30:42-07,2003-07-08 14:30:42-07
46442,2010-05-01 17:13:16.22607-07,46441,32416,32414,2010-05-01 17:13:16.22607-07,2010-05-01 17:13:16.22607-07
23295,2003-07-08 14:30:42-07,23272,8872,26675,2003-07-08 14:30:42-07,2003-07-08 14:30:42-07
17990,2001-01-01 00:00:00-08,17864,6564,18001,2001-01-01 00:00:00-08,2001-01-01 00:00:00-08
29589,2005-02-03 09:47:50.579261-08,29579,41285,43795,2005-02-03 09:47:50.579261-08,2005-02-03 09:47:50.579261-08
30396,2005-02-08 10:34:55.783041-08,30386,6,48301,2005-02-08 10:34:55.783041-08,2005-02-08 10:34:55.783041-08
30272,2005-02-07 20:32:11.611586-08,30264,6,48301,2005-02-07 20:32:11.611586-08,2005-02-07 20:32:11.611586-08
24419,2003-09-06 08:27:07.976494-07,24408,2,33074,2003-09-06 08:27:07.976494-07,2003-09-06 08:27:07.976494-07
26959,2004-04-01 16:21:50.479933-08,26952,6,37122,2004-04-01 16:21:50.479933-08,2004-04-01 16:21:50.479933-08
35114,2006-01-24 20:00:17-08,35034,11959,9279,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
2302,2001-03-06 13:32:13-08,2297,5,5292,2001-03-06 13:32:13-08,2001-03-06 13:32:13-08
32571,2006-01-24 20:00:17-08,32570,28982,28984,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
32572,2006-01-24 20:00:17-08,32570,28983,28986,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
8604,2001-08-28 21:08:41-07,8601,6564,34728,2001-08-28 21:08:41-07,2001-08-28 21:08:41-07
31325,2005-04-22 13:18:59.746258-07,31324,11959,9279,2005-04-22 13:18:59.746258-07,2005-04-22 13:18:59.746258-07
31326,2005-04-22 13:18:59.746258-07,31324,6,27105,2005-04-22 13:18:59.746258-07,2005-04-22 13:18:59.746258-07
31327,2005-04-22 13:18:59.746258-07,31324,9,29573,2005-04-22 13:18:59.746258-07,2005-04-22 13:18:59.746258-07
31331,2005-04-22 13:18:59.746258-07,31324,10,30,2005-04-22 13:18:59.746258-07,2005-04-22 13:18:59.746258-07
31333,2005-04-22 13:18:59.746258-07,31324,18048,18049,2005-04-22 13:18:59.746258-07,2005-04-22 13:18:59.746258-07
31334,2005-04-22 13:18:59.746258-07,31324,15765,30,2005-04-22 13:18:59.746258-07,2005-04-22 13:18:59.746258-07
23629,2003-07-20 23:45:57-07,23628,7,26557,2003-07-20 23:45:57-07,2003-07-20 23:45:57-07
31336,2005-04-22 13:18:59.746258-07,31324,28982,28984,2005-04-22 13:18:59.746258-07,2005-04-22 13:18:59.746258-07
31337,2005-04-22 13:18:59.746258-07,31324,28983,28986,2005-04-22 13:18:59.746258-07,2005-04-22 13:18:59.746258-07
31328,2005-04-22 13:18:59.746258-07,31324,6520,23204,2005-04-22 13:18:59.746258-07,2005-04-22 13:18:59.746258-07
32669,2006-01-24 20:00:17-08,32667,9,32666,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
37374,2006-01-24 20:00:17.330228-08,37357,16853,30,2006-01-24 20:00:17.330228-08,2006-01-24 20:00:17.330228-08
22733,2003-07-02 15:08:05-07,22724,5929,27105,2003-07-02 15:08:05-07,2003-07-02 15:08:05-07
35296,2006-01-24 20:00:17-08,35237,5929,37119,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
14380,2002-05-30 23:38:23-07,14366,6520,37136,2002-05-30 23:38:23-07,2002-05-30 23:38:23-07
30596,2005-02-23 22:29:13.929231-08,30591,7,14513,2005-02-23 22:29:13.929231-08,2005-02-23 22:29:13.929231-08
35242,2006-01-24 20:00:17-08,35237,4,13114,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
46443,2010-05-01 17:13:16.22607-07,46441,32417,32414,2010-05-01 17:13:16.22607-07,2010-05-01 17:13:16.22607-07
2852,2001-03-07 12:30:57-08,12,6,30,2001-03-07 12:30:57-08,2001-03-07 12:30:57-08
2371,2001-03-07 10:00:10-08,1236,9,26,2001-03-07 10:00:10-08,2001-03-07 10:00:10-08
13774,2002-04-12 17:15:20-07,13771,6564,31586,2002-04-12 17:15:20-07,2002-04-12 17:15:20-07
37375,2006-01-24 20:00:17.330228-08,37357,18048,18049,2006-01-24 20:00:17.330228-08,2006-01-24 20:00:17.330228-08
37376,2006-01-24 20:00:17.330228-08,37357,11,30,2006-01-24 20:00:17.330228-08,2006-01-24 20:00:17.330228-08
13777,2002-04-12 17:15:20-07,13771,9,31582,2002-04-12 17:15:20-07,2002-04-12 17:15:20-07
2556,2001-03-07 11:21:58-08,1237,7,9190,2001-03-07 11:21:58-08,2001-03-07 11:21:58-08
16033,2002-09-23 11:32:50-07,16032,6564,31628,2002-09-23 11:32:50-07,2002-09-23 11:32:50-07
44312,2010-01-29 12:46:36.929272-08,44305,32417,30,2010-01-29 12:46:36.929272-08,2010-01-29 12:46:36.929272-08
35122,2006-01-24 20:00:17-08,35034,11,30,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
35341,2006-01-24 20:00:17-08,35237,6520,35343,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
35129,2006-01-24 20:00:17-08,35034,10,30,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
14823,2002-07-11 23:42:17-07,14822,6564,18001,2002-07-11 23:42:17-07,2002-07-11 23:42:17-07
46444,2010-05-01 17:13:16.22607-07,46441,33097,32414,2010-05-01 17:13:16.22607-07,2010-05-01 17:13:16.22607-07
12626,2002-02-25 15:38:34-08,12623,4686,4680,2002-02-25 15:38:34-08,2002-02-25 15:38:34-08
5194,2001-06-10 12:46:01-07,5182,4686,4680,2001-06-10 12:46:01-07,2001-06-10 12:46:01-07
5195,2001-06-10 12:46:01-07,5182,4687,4680,2001-06-10 12:46:01-07,2001-06-10 12:46:01-07
17577,2003-01-23 12:26:01-08,17574,4686,4680,2003-01-23 12:26:01-08,2003-01-23 12:26:01-08
11172,2001-11-21 15:35:16-08,11170,4267,4680,2001-11-21 15:35:16-08,2001-11-21 15:35:16-08
11171,2001-11-21 15:35:16-08,11170,4285,4680,2001-11-21 15:35:16-08,2001-11-21 15:35:16-08
11178,2001-11-21 15:35:16-08,11170,5,7017,2001-11-21 15:35:16-08,2001-11-21 15:35:16-08
9631,2001-09-23 23:11:34-07,9629,4686,4680,2001-09-23 23:11:34-07,2001-09-23 23:11:34-07
9791,2001-09-26 16:59:19-07,9790,5,11624,2001-09-26 16:59:19-07,2001-09-26 16:59:19-07
9795,2001-09-26 16:59:19-07,9790,4686,4680,2001-09-26 16:59:19-07,2001-09-26 16:59:19-07
16389,2002-10-03 11:55:00-07,16387,4686,4680,2002-10-03 11:55:00-07,2002-10-03 11:55:00-07
35517,2006-01-24 20:00:17-08,35463,18048,18049,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
25607,2003-11-06 10:39:58.703721-08,25606,7,25377,2003-11-06 10:39:58.703721-08,2003-11-06 10:39:58.703721-08
25768,2003-11-18 01:46:32.046379-08,25759,7,32940,2003-11-18 01:46:32.046379-08,2003-11-18 01:46:32.046379-08
35449,2006-01-24 20:00:17-08,35237,18042,35450,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
12484,2002-02-17 15:16:57-08,12482,7,35523,2002-02-17 15:16:57-08,2002-02-17 15:16:57-08
46445,2010-05-01 17:13:16.22607-07,46441,36525,30,2010-05-01 17:13:16.22607-07,2010-05-01 17:13:16.22607-07
33525,2006-01-24 20:00:17-08,33512,28982,28984,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
28114,2004-07-19 23:53:07.343283-07,28106,6564,39200,2004-07-19 23:53:07.343283-07,2004-07-19 23:53:07.343283-07
20858,2003-04-22 14:26:32-07,20854,6564,34728,2003-04-22 14:26:32-07,2003-04-22 14:26:32-07
2366,2001-03-07 10:00:10-08,1236,6564,22594,2001-03-07 10:00:10-08,2001-03-07 10:00:10-08
22619,2003-07-02 15:07:53-07,22609,33097,30,2003-07-02 15:07:53-07,2003-07-02 15:07:53-07
46447,2010-05-01 17:13:16.22607-07,46441,4318,4663,2010-05-01 17:13:16.22607-07,2010-05-01 17:13:16.22607-07
13772,2002-04-12 17:15:20-07,13771,7,12161,2002-04-12 17:15:20-07,2002-04-12 17:15:20-07
9384,2001-09-21 15:49:37-07,9383,7,9190,2001-09-21 15:49:37-07,2001-09-21 15:49:37-07
34057,2006-01-24 20:00:17-08,33512,5930,30,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
22410,2003-06-23 01:16:01-07,22409,7,4476,2003-06-23 01:16:01-07,2003-06-23 01:16:01-07
22206,2003-06-22 23:46:34-07,22204,7,14513,2003-06-22 23:46:34-07,2003-06-22 23:46:34-07
46682,2010-05-03 10:16:26.096993-07,46676,33097,32414,2010-05-03 10:16:26.096993-07,2010-05-03 10:16:26.096993-07
30267,2005-02-07 20:32:11.611586-08,30264,7,25377,2005-02-07 20:32:11.611586-08,2005-02-07 20:32:11.611586-08
26961,2004-04-01 16:21:50.479933-08,26952,7,25377,2004-04-01 16:21:50.479933-08,2004-04-01 16:21:50.479933-08
22255,2003-06-23 01:10:42-07,22253,7,25377,2003-06-23 01:10:42-07,2003-06-23 01:10:42-07
33541,2010-03-25 17:58:23.267405-07,33526,33098,30,2010-03-25 17:58:23.267405-07,2010-03-25 17:58:23.267405-07
35715,2006-01-24 20:00:17-08,35710,7,32940,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
12824,2002-03-07 01:32:37-08,12819,6520,36569,2002-03-07 01:32:37-08,2002-03-07 01:32:37-08
24792,2003-09-13 10:39:00.895251-07,24784,7,14513,2003-09-13 10:39:00.895251-07,2003-09-13 10:39:00.895251-07
24751,2003-09-13 10:36:46.523287-07,24743,7,14513,2003-09-13 10:36:46.523287-07,2003-09-13 10:36:46.523287-07
33540,2010-03-25 17:58:45.383791-07,33526,33097,30,2010-03-25 17:58:45.383791-07,2010-03-25 17:58:45.383791-07
33539,2010-03-25 17:59:24.718829-07,33526,32417,30,2010-03-25 17:59:24.718829-07,2010-03-25 17:59:24.718829-07
35717,2006-01-24 20:00:17-08,35710,36042,36032,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
9385,2001-09-21 15:49:37-07,9383,2,6868,2001-09-21 15:49:37-07,2001-09-21 15:49:37-07
13677,2002-04-12 17:14:23-07,13674,2,6868,2002-04-12 17:14:23-07,2002-04-12 17:14:23-07
2550,2001-03-07 11:21:58-08,1237,2,6868,2001-03-07 11:21:58-08,2001-03-07 11:21:58-08
2477,2001-03-07 11:13:02-08,10,2,6868,2001-03-07 11:13:02-08,2001-03-07 11:13:02-08
2626,2001-03-07 11:27:45-08,1234,32399,5293,2001-03-07 11:27:45-08,2001-03-07 11:27:45-08
3588,2001-03-07 18:37:57-08,6,2,27251,2001-03-07 18:37:57-08,2001-03-07 18:37:57-08
3590,2001-03-07 18:37:57-08,6,2763,27251,2001-03-07 18:37:57-08,2001-03-07 18:37:57-08
32618,2010-03-25 18:04:16.25928-07,32570,32417,30,2010-03-25 18:04:16.25928-07,2010-03-25 18:04:16.25928-07
46683,2010-05-03 10:16:26.096993-07,46676,36525,30,2010-05-03 10:16:26.096993-07,2010-05-03 10:16:26.096993-07
2920,2001-03-07 12:48:41-08,5,5,5293,2001-03-07 12:48:41-08,2001-03-07 12:48:41-08
40697,2008-11-21 07:33:36.713095-08,40694,6520,40922,2008-11-21 07:33:36.713095-08,2008-11-21 07:33:36.713095-08
29698,2005-02-03 09:48:38.06857-08,29689,6,30,2005-02-03 09:48:38.06857-08,2005-02-03 09:48:38.06857-08
35132,2006-01-24 20:00:17-08,35034,9876,12817,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
33916,2006-01-24 20:00:17-08,33913,28983,28986,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
33915,2006-01-24 20:00:17-08,33913,28982,28984,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
33771,2006-01-24 20:00:17-08,33765,18849,33768,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
33773,2006-01-24 20:00:17-08,33765,7,14513,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
32645,2006-01-24 20:00:17-08,32570,32399,32386,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
3427,2001-03-07 16:04:52-08,1232,2,27251,2001-03-07 16:04:52-08,2001-03-07 16:04:52-08
12989,2002-03-15 17:25:48-08,12983,4318,19247,2002-03-15 17:25:48-08,2002-03-15 17:25:48-08
40991,2008-11-26 11:31:25.524945-08,40694,21194,40989,2008-11-26 11:31:25.524945-08,2008-11-26 11:31:25.524945-08
11996,2002-01-14 23:05:36-08,11988,2,6868,2002-01-14 23:05:36-08,2002-01-14 23:05:36-08
8935,2001-09-01 16:34:31-07,8934,6730,27252,2001-09-01 16:34:31-07,2001-09-01 16:34:31-07
34008,2006-01-24 20:00:17-08,33913,3,9,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
12826,2002-03-07 01:32:37-08,12819,32399,5293,2002-03-07 01:32:37-08,2002-03-07 01:32:37-08
13773,2002-04-12 17:15:20-07,13771,32416,32407,2002-04-12 17:15:20-07,2002-04-12 17:15:20-07
37341,2006-01-24 20:00:17-08,37332,32399,37260,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
37336,2006-01-24 20:00:17-08,37332,9,37338,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
34056,2006-01-24 20:00:17-08,33512,5929,30,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
32689,2006-01-24 20:00:17-08,32667,32416,32412,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
32784,2006-01-24 20:00:17-08,32767,6,30,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
32748,2006-01-24 20:00:17-08,32667,32417,32412,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
32613,2006-01-24 20:00:17-08,32570,9,32639,2006-01-24 20:00:17-08,2006-01-24 20:00:17-08
