id,dt,pricedelta,productoptionid,choiceid,current,created,updated
46166,2010-03-25 18:11:32.102034-07,,22729,41970, ,2010-03-25 18:11:32.102034-07,2010-03-25 18:11:32.102034-07
46167,2010-03-25 18:12:16.110677-07,,14983,30, ,2010-03-25 18:12:16.110677-07,2010-03-25 18:12:16.110677-07
46168,2010-03-25 18:12:16.117074-07,,14983,42848, ,2010-03-25 18:12:16.117074-07,2010-03-25 18:12:16.117074-07
46169,2010-03-25 18:12:16.122743-07,,14983,42847, ,2010-03-25 18:12:16.122743-07,2010-03-25 18:12:16.122743-07
46170,2010-03-25 18:12:16.128132-07,,14983,39317, ,2010-03-25 18:12:16.128132-07,2010-03-25 18:12:16.128132-07
46171,2010-03-25 18:12:16.133774-07,,14983,39316, ,2010-03-25 18:12:16.133774-07,2010-03-25 18:12:16.133774-07
46172,2010-03-25 18:12:16.139344-07,,14983,39315, ,2010-03-25 18:12:16.139344-07,2010-03-25 18:12:16.139344-07
46174,2010-03-25 18:12:16.150091-07,,14983,32411, ,2010-03-25 18:12:16.150091-07,2010-03-25 18:12:16.150091-07
46175,2010-03-25 18:12:16.155589-07,,14983,32414, ,2010-03-25 18:12:16.155589-07,2010-03-25 18:12:16.155589-07
46176,2010-03-25 18:12:16.160925-07,,14983,32415, ,2010-03-25 18:12:16.160925-07,2010-03-25 18:12:16.160925-07
46177,2010-03-25 18:12:16.166265-07,,14983,36230, ,2010-03-25 18:12:16.166265-07,2010-03-25 18:12:16.166265-07
46178,2010-03-25 18:12:16.171646-07,,14983,39338, ,2010-03-25 18:12:16.171646-07,2010-03-25 18:12:16.171646-07
46179,2010-03-25 18:12:16.176981-07,,14983,41970, ,2010-03-25 18:12:16.176981-07,2010-03-25 18:12:16.176981-07
46180,2010-03-25 18:36:53.674864-07,,35767,30, ,2010-03-25 18:36:53.674864-07,2010-03-25 18:36:53.674864-07
46181,2010-03-25 18:36:53.682019-07,,35767,42848, ,2010-03-25 18:36:53.682019-07,2010-03-25 18:36:53.682019-07
46182,2010-03-25 18:36:53.688328-07,,35767,42847, ,2010-03-25 18:36:53.688328-07,2010-03-25 18:36:53.688328-07
46183,2010-03-25 18:36:53.69391-07,,35767,39317, ,2010-03-25 18:36:53.69391-07,2010-03-25 18:36:53.69391-07
46184,2010-03-25 18:36:53.699411-07,,35767,39316, ,2010-03-25 18:36:53.699411-07,2010-03-25 18:36:53.699411-07
46185,2010-03-25 18:36:53.70861-07,,35767,39315, ,2010-03-25 18:36:53.70861-07,2010-03-25 18:36:53.70861-07
46187,2010-03-25 18:36:53.725015-07,,35767,32411, ,2010-03-25 18:36:53.725015-07,2010-03-25 18:36:53.725015-07
46188,2010-03-25 18:36:53.730829-07,,35767,32414, ,2010-03-25 18:36:53.730829-07,2010-03-25 18:36:53.730829-07
46189,2010-03-25 18:36:53.736875-07,,35767,32415, ,2010-03-25 18:36:53.736875-07,2010-03-25 18:36:53.736875-07
46190,2010-03-25 18:36:53.742297-07,,35767,36230, ,2010-03-25 18:36:53.742297-07,2010-03-25 18:36:53.742297-07
46191,2010-03-25 18:36:53.74829-07,,35767,39338, ,2010-03-25 18:36:53.74829-07,2010-03-25 18:36:53.74829-07
46192,2010-03-25 18:36:53.753648-07,,35767,41970, ,2010-03-25 18:36:53.753648-07,2010-03-25 18:36:53.753648-07
46193,2010-03-25 18:37:23.026398-07,,35766,30, ,2010-03-25 18:37:23.026398-07,2010-03-25 18:37:23.026398-07
46194,2010-03-25 18:37:23.033185-07,,35766,42848, ,2010-03-25 18:37:23.033185-07,2010-03-25 18:37:23.033185-07
46195,2010-03-25 18:37:23.038898-07,,35766,42847, ,2010-03-25 18:37:23.038898-07,2010-03-25 18:37:23.038898-07
46196,2010-03-25 18:37:23.044184-07,,35766,39317, ,2010-03-25 18:37:23.044184-07,2010-03-25 18:37:23.044184-07
46197,2010-03-25 18:37:23.049676-07,,35766,39316, ,2010-03-25 18:37:23.049676-07,2010-03-25 18:37:23.049676-07
46198,2010-03-25 18:37:23.055477-07,,35766,39315, ,2010-03-25 18:37:23.055477-07,2010-03-25 18:37:23.055477-07
46200,2010-03-25 18:37:23.066177-07,,35766,32411, ,2010-03-25 18:37:23.066177-07,2010-03-25 18:37:23.066177-07
46201,2010-03-25 18:37:23.071463-07,,35766,32414, ,2010-03-25 18:37:23.071463-07,2010-03-25 18:37:23.071463-07
46202,2010-03-25 18:37:23.076949-07,,35766,32415, ,2010-03-25 18:37:23.076949-07,2010-03-25 18:37:23.076949-07
46203,2010-03-25 18:37:23.082391-07,,35766,36230, ,2010-03-25 18:37:23.082391-07,2010-03-25 18:37:23.082391-07
46204,2010-03-25 18:37:23.088132-07,,35766,39338, ,2010-03-25 18:37:23.088132-07,2010-03-25 18:37:23.088132-07
46205,2010-03-25 18:37:23.093542-07,,35766,41970, ,2010-03-25 18:37:23.093542-07,2010-03-25 18:37:23.093542-07
41856,2009-02-27 13:26:24.141814-08,0,33530,41852,,2009-02-27 13:26:24.141814-08,2009-02-27 13:26:24.141814-08
41857,2009-02-27 13:26:42.887023-08,0,33531,41853,,2009-02-27 13:26:42.887023-08,2009-02-27 13:26:42.887023-08
41858,2009-02-27 13:26:56.180362-08,0,33531,41854,,2009-02-27 13:26:56.180362-08,2009-02-27 13:26:56.180362-08
41859,2009-02-27 13:27:06.966821-08,0,33531,41855,,2009-02-27 13:27:06.966821-08,2009-02-27 13:27:06.966821-08
46206,2010-03-25 18:37:53.074665-07,,36153,42848, ,2010-03-25 18:37:53.074665-07,2010-03-25 18:37:53.074665-07
46207,2010-03-25 18:37:53.081415-07,,36153,42847, ,2010-03-25 18:37:53.081415-07,2010-03-25 18:37:53.081415-07
46208,2010-03-25 18:37:53.087757-07,,36153,39317, ,2010-03-25 18:37:53.087757-07,2010-03-25 18:37:53.087757-07
46209,2010-03-25 18:37:53.094454-07,,36153,39316, ,2010-03-25 18:37:53.094454-07,2010-03-25 18:37:53.094454-07
46210,2010-03-25 18:37:53.099987-07,,36153,39315, ,2010-03-25 18:37:53.099987-07,2010-03-25 18:37:53.099987-07
46212,2010-03-25 18:37:53.112275-07,,36153,32411, ,2010-03-25 18:37:53.112275-07,2010-03-25 18:37:53.112275-07
46213,2010-03-25 18:37:53.118125-07,,36153,32414, ,2010-03-25 18:37:53.118125-07,2010-03-25 18:37:53.118125-07
46214,2010-03-25 18:37:53.124285-07,,36153,32415, ,2010-03-25 18:37:53.124285-07,2010-03-25 18:37:53.124285-07
46215,2010-03-25 18:37:53.129877-07,,36153,36230, ,2010-03-25 18:37:53.129877-07,2010-03-25 18:37:53.129877-07
46216,2010-03-25 18:37:53.136342-07,,36153,39338, ,2010-03-25 18:37:53.136342-07,2010-03-25 18:37:53.136342-07
46217,2010-03-25 18:37:53.141876-07,,36153,41970, ,2010-03-25 18:37:53.141876-07,2010-03-25 18:37:53.141876-07
41863,2009-03-04 12:51:40.913027-08,0,33530,41862,,2009-03-04 12:51:40.913027-08,2009-03-04 12:51:40.913027-08
46218,2010-03-25 18:38:39.290961-07,,35765,42848, ,2010-03-25 18:38:39.290961-07,2010-03-25 18:38:39.290961-07
46219,2010-03-25 18:38:39.297541-07,,35765,42847, ,2010-03-25 18:38:39.297541-07,2010-03-25 18:38:39.297541-07
46220,2010-03-25 18:38:39.304305-07,,35765,39317, ,2010-03-25 18:38:39.304305-07,2010-03-25 18:38:39.304305-07
46221,2010-03-25 18:38:39.311481-07,,35765,39316, ,2010-03-25 18:38:39.311481-07,2010-03-25 18:38:39.311481-07
46222,2010-03-25 18:38:39.317645-07,,35765,39315, ,2010-03-25 18:38:39.317645-07,2010-03-25 18:38:39.317645-07
46224,2010-03-25 18:38:39.329945-07,,35765,32411, ,2010-03-25 18:38:39.329945-07,2010-03-25 18:38:39.329945-07
46225,2010-03-25 18:38:39.336326-07,,35765,32414, ,2010-03-25 18:38:39.336326-07,2010-03-25 18:38:39.336326-07
46226,2010-03-25 18:38:39.343349-07,,35765,32415, ,2010-03-25 18:38:39.343349-07,2010-03-25 18:38:39.343349-07
46227,2010-03-25 18:38:39.349798-07,,35765,36230, ,2010-03-25 18:38:39.349798-07,2010-03-25 18:38:39.349798-07
46228,2010-03-25 18:38:39.356278-07,,35765,39338, ,2010-03-25 18:38:39.356278-07,2010-03-25 18:38:39.356278-07
46229,2010-03-25 18:38:39.362589-07,,35765,41970, ,2010-03-25 18:38:39.362589-07,2010-03-25 18:38:39.362589-07
41865,2009-03-04 12:53:16.943366-08,0,41864,30,,2009-03-04 12:53:16.943366-08,2009-03-04 12:53:16.943366-08
41866,2009-03-04 12:54:20.903877-08,0,41864,41286,,2009-03-04 12:54:20.903877-08,2009-03-04 12:54:20.903877-08
41867,2009-03-04 12:54:30.462103-08,0,41864,41287,,2009-03-04 12:54:30.462103-08,2009-03-04 12:54:30.462103-08
46720,2010-05-03 10:16:26.096993-07,,46682,41970,,2010-05-03 10:16:26.096993-07,2010-05-03 10:16:26.096993-07
41868,2009-03-04 12:54:40.406416-08,0,41864,41292,,2009-03-04 12:54:40.406416-08,2009-03-04 12:54:40.406416-08
41869,2009-03-04 12:54:50.248486-08,0,41864,41295,,2009-03-04 12:54:50.248486-08,2009-03-04 12:54:50.248486-08
41874,2009-03-04 12:55:51.233515-08,0,41864,41290,,2009-03-04 12:55:51.233515-08,2009-03-04 12:55:51.233515-08
41875,2009-03-04 12:56:04.939622-08,0,41864,41291,,2009-03-04 12:56:04.939622-08,2009-03-04 12:56:04.939622-08
41876,2009-03-04 12:56:17.100865-08,0,41864,41294,,2009-03-04 12:56:17.100865-08,2009-03-04 12:56:17.100865-08
41877,2009-03-04 12:56:28.692592-08,0,41864,41297,,2009-03-04 12:56:28.692592-08,2009-03-04 12:56:28.692592-08
41878,2009-03-04 12:58:38.992207-08,0,33542,30,,2009-03-04 12:58:38.992207-08,2009-03-04 12:58:38.992207-08
42440,2009-05-01 11:12:14.518455-07,750,42347,18052,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42441,2009-05-01 11:12:14.518455-07,450,42347,18051,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42390,2009-05-01 11:12:14.518455-07,0,42344,35522,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42391,2009-05-01 11:12:14.518455-07,0,42344,41887,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42392,2009-05-01 11:12:14.518455-07,0,42344,18858,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42393,2009-05-01 11:12:14.518455-07,0,42344,18857,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42394,2009-05-01 11:12:14.518455-07,0,42344,35523,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42395,2009-05-01 11:12:14.518455-07,0,42344,4470,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42396,2009-05-01 11:12:14.518455-07,0,42344,1075,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42398,2009-05-01 11:12:14.518455-07,0,42344,31725,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42399,2009-05-01 11:12:14.518455-07,0,42344,4470,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42400,2009-05-01 11:12:14.518455-07,180,42344,21758,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42401,2009-05-01 11:12:14.518455-07,0,42344,28768,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42403,2009-05-01 11:12:14.518455-07,0,42344,27340,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42404,2009-05-01 11:12:14.518455-07,0,42344,38353,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42405,2009-05-01 11:12:14.518455-07,0,42344,26557,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42407,2009-05-01 11:12:14.518455-07,0,42344,38352,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42408,2009-05-01 11:12:14.518455-07,0,42344,31809,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42409,2009-05-01 11:12:14.518455-07,0,42344,25377,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42410,2009-05-01 11:12:14.518455-07,99,42344,17841,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42411,2009-05-01 11:12:14.518455-07,40,42344,17840,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42413,2009-05-01 11:12:14.518455-07,0,42344,9190,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42414,2009-05-01 11:12:14.518455-07,0,42344,8260,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42415,2009-05-01 11:12:14.518455-07,0,42344,14513,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42416,2009-05-01 11:12:14.518455-07,0,42344,13494,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42417,2009-05-01 11:12:14.518455-07,0,42344,12386,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42418,2009-05-01 11:12:14.518455-07,0,42344,12161,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42419,2009-05-01 11:12:14.518455-07,0,42344,12160,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42420,2009-05-01 11:12:14.518455-07,0,42344,8261,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42421,2009-05-01 11:12:14.518455-07,0,42344,8259,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42422,2009-05-01 11:12:14.518455-07,0,42344,4469,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42423,2009-05-01 11:12:14.518455-07,0,42344,32940,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42424,2009-05-01 11:12:14.518455-07,0,42344,32446,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42425,2009-05-01 11:12:14.518455-07,0,42344,32432,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42426,2009-05-01 11:12:14.518455-07,0,42345,36914,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42427,2009-05-01 11:12:14.518455-07,0,42345,36522,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42428,2009-05-01 11:12:14.518455-07,0,42345,36521,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42429,2009-05-01 11:12:14.518455-07,0,42345,9885,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42430,2009-05-01 11:12:14.518455-07,0,42345,33903,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42431,2009-05-01 11:12:14.518455-07,0,42345,11136,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42432,2009-05-01 11:12:14.518455-07,0,42345,33700,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42433,2009-05-01 11:12:14.518455-07,0,42345,24403,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42434,2009-05-01 11:12:14.518455-07,0,42345,21,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42435,2009-05-01 11:12:14.518455-07,0,42345,19,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42436,2009-05-01 11:12:14.518455-07,0,42345,30,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42437,2009-05-01 11:12:14.518455-07,0,42345,34816,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42442,2009-05-01 11:12:14.518455-07,0,42347,18049,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42443,2009-05-01 11:12:14.518455-07,0,42348,35828,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42444,2009-05-01 11:12:14.518455-07,0,42348,34112,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42445,2009-05-01 11:12:14.518455-07,0,42348,31929,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42446,2009-05-01 11:12:14.518455-07,0,42348,31930,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42447,2009-05-01 11:12:14.518455-07,0,42348,29002,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42448,2009-05-01 11:12:14.518455-07,0,42348,28984,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42449,2009-05-01 11:12:14.518455-07,45,42349,28989,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42450,2009-05-01 11:12:14.518455-07,20,42349,28988,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42451,2009-05-01 11:12:14.518455-07,5,42349,28987,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42452,2009-05-01 11:12:14.518455-07,0.005,42349,28986,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42453,2009-05-01 11:12:14.518455-07,-5,42349,29002,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42454,2009-05-01 11:12:14.518455-07,0,42350,39345,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42455,2009-05-01 11:12:14.518455-07,0,42350,39344,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42459,2009-05-01 11:12:14.518455-07,0,42350,36523,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42460,2009-05-01 11:12:14.518455-07,0,42350,30,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42462,2009-05-01 11:12:14.518455-07,0,42350,39058,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
41888,2009-03-17 14:44:28.054801-07,0,12484,41887,T,2009-03-17 14:44:28.054801-07,2009-03-17 14:44:28.054801-07
41889,2009-03-17 14:44:28.054801-07,0,12821,41887,T,2009-03-17 14:44:28.054801-07,2009-03-17 14:44:28.054801-07
41890,2009-03-17 14:44:28.054801-07,0,12985,41887,T,2009-03-17 14:44:28.054801-07,2009-03-17 14:44:28.054801-07
41891,2009-03-17 14:44:28.054801-07,0,24413,41887,T,2009-03-17 14:44:28.054801-07,2009-03-17 14:44:28.054801-07
41892,2009-03-17 14:44:28.054801-07,0,24520,41887,T,2009-03-17 14:44:28.054801-07,2009-03-17 14:44:28.054801-07
41893,2009-03-17 14:44:28.054801-07,0,34078,41887,T,2009-03-17 14:44:28.054801-07,2009-03-17 14:44:28.054801-07
41894,2009-03-17 14:44:28.054801-07,0,36365,41887,T,2009-03-17 14:44:28.054801-07,2009-03-17 14:44:28.054801-07
41895,2009-03-17 14:44:28.054801-07,0,38637,41887,T,2009-03-17 14:44:28.054801-07,2009-03-17 14:44:28.054801-07
41896,2009-03-17 14:44:28.054801-07,0,38692,41887,T,2009-03-17 14:44:28.054801-07,2009-03-17 14:44:28.054801-07
41897,2009-03-17 14:44:28.054801-07,0,40103,41887,T,2009-03-17 14:44:28.054801-07,2009-03-17 14:44:28.054801-07
41898,2009-03-17 14:44:28.054801-07,0,40250,41887,T,2009-03-17 14:44:28.054801-07,2009-03-17 14:44:28.054801-07
41899,2009-03-17 14:44:28.054801-07,0,41004,41887,T,2009-03-17 14:44:28.054801-07,2009-03-17 14:44:28.054801-07
41900,2009-03-17 14:44:28.054801-07,0,41551,41887,T,2009-03-17 14:44:28.054801-07,2009-03-17 14:44:28.054801-07
46230,2010-03-25 18:39:02.104698-07,,36170,30, ,2010-03-25 18:39:02.104698-07,2010-03-25 18:39:02.104698-07
46231,2010-03-25 18:39:02.111769-07,,36170,42848, ,2010-03-25 18:39:02.111769-07,2010-03-25 18:39:02.111769-07
46232,2010-03-25 18:39:02.117295-07,,36170,42847, ,2010-03-25 18:39:02.117295-07,2010-03-25 18:39:02.117295-07
46233,2010-03-25 18:39:02.122546-07,,36170,39317, ,2010-03-25 18:39:02.122546-07,2010-03-25 18:39:02.122546-07
46234,2010-03-25 18:39:02.127869-07,,36170,39316, ,2010-03-25 18:39:02.127869-07,2010-03-25 18:39:02.127869-07
46235,2010-03-25 18:39:02.133313-07,,36170,39315, ,2010-03-25 18:39:02.133313-07,2010-03-25 18:39:02.133313-07
46237,2010-03-25 18:39:02.144083-07,,36170,32411, ,2010-03-25 18:39:02.144083-07,2010-03-25 18:39:02.144083-07
46238,2010-03-25 18:39:02.149325-07,,36170,32414, ,2010-03-25 18:39:02.149325-07,2010-03-25 18:39:02.149325-07
46239,2010-03-25 18:39:02.155447-07,,36170,32415, ,2010-03-25 18:39:02.155447-07,2010-03-25 18:39:02.155447-07
46240,2010-03-25 18:39:02.160837-07,,36170,36230, ,2010-03-25 18:39:02.160837-07,2010-03-25 18:39:02.160837-07
46241,2010-03-25 18:39:02.16618-07,,36170,39338, ,2010-03-25 18:39:02.16618-07,2010-03-25 18:39:02.16618-07
46242,2010-03-25 18:39:02.171437-07,,36170,41970, ,2010-03-25 18:39:02.171437-07,2010-03-25 18:39:02.171437-07
42486,2009-05-01 11:12:14.518455-07,0,42354,42492,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42487,2009-05-01 11:12:14.518455-07,0,42354,42493,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42488,2009-05-01 11:12:14.518455-07,0,42354,42494,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
41904,2009-03-25 13:21:00.454721-07,0,35485,35489,,2009-03-25 13:21:00.454721-07,2009-03-25 13:21:00.454721-07
42388,2009-05-01 11:12:14.518455-07,0,42343,42501,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42389,2009-05-01 11:12:14.518455-07,0,42343,42502,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42504,2009-05-01 12:53:08.601253-07,0,42343,42503,,2009-05-01 12:53:08.601253-07,2009-05-01 12:53:08.601253-07
42466,2009-05-01 11:12:14.518455-07,0,42352,42500,,2009-05-01 11:12:14.518455-07,2009-05-01 11:12:14.518455-07
42505,2009-05-01 12:56:29.634936-07,0,42354,42495,,2009-05-01 12:56:29.634936-07,2009-05-01 12:56:29.634936-07
42506,2009-05-01 12:56:40.127699-07,0,42354,42496,,2009-05-01 12:56:40.127699-07,2009-05-01 12:56:40.127699-07
42507,2009-05-01 12:56:55.573353-07,0,42354,42497,,2009-05-01 12:56:55.573353-07,2009-05-01 12:56:55.573353-07
42508,2009-05-01 12:57:07.794225-07,0,42354,42498,,2009-05-01 12:57:07.794225-07,2009-05-01 12:57:07.794225-07
42509,2009-05-01 12:57:16.919789-07,0,42354,42499,,2009-05-01 12:57:16.919789-07,2009-05-01 12:57:16.919789-07
46243,2010-03-25 18:39:35.494471-07,,36161,30, ,2010-03-25 18:39:35.494471-07,2010-03-25 18:39:35.494471-07
46244,2010-03-25 18:39:35.502137-07,,36161,42848, ,2010-03-25 18:39:35.502137-07,2010-03-25 18:39:35.502137-07
46245,2010-03-25 18:39:35.508832-07,,36161,42847, ,2010-03-25 18:39:35.508832-07,2010-03-25 18:39:35.508832-07
46246,2010-03-25 18:39:35.514997-07,,36161,39317, ,2010-03-25 18:39:35.514997-07,2010-03-25 18:39:35.514997-07
46247,2010-03-25 18:39:35.521523-07,,36161,39316, ,2010-03-25 18:39:35.521523-07,2010-03-25 18:39:35.521523-07
46248,2010-03-25 18:39:35.527519-07,,36161,39315, ,2010-03-25 18:39:35.527519-07,2010-03-25 18:39:35.527519-07
46250,2010-03-25 18:39:35.539877-07,,36161,32411, ,2010-03-25 18:39:35.539877-07,2010-03-25 18:39:35.539877-07
46251,2010-03-25 18:39:35.54637-07,,36161,32414, ,2010-03-25 18:39:35.54637-07,2010-03-25 18:39:35.54637-07
46252,2010-03-25 18:39:35.552647-07,,36161,32415, ,2010-03-25 18:39:35.552647-07,2010-03-25 18:39:35.552647-07
46253,2010-03-25 18:39:35.558892-07,,36161,36230, ,2010-03-25 18:39:35.558892-07,2010-03-25 18:39:35.558892-07
46254,2010-03-25 18:39:35.565519-07,,36161,39338, ,2010-03-25 18:39:35.565519-07,2010-03-25 18:39:35.565519-07
46255,2010-03-25 18:39:35.572584-07,,36161,41970, ,2010-03-25 18:39:35.572584-07,2010-03-25 18:39:35.572584-07
39122,2008-07-23 12:30:41.518006-07,0,16033,39114,,2008-07-23 12:30:41.518006-07,2008-07-23 12:30:41.518006-07
39121,2008-07-23 12:30:27.434856-07,0,16033,39113,,2008-07-23 12:30:27.434856-07,2008-07-23 12:30:27.434856-07
39123,2008-07-23 12:30:57.980321-07,0,16033,33392,,2008-07-23 12:30:57.980321-07,2008-07-23 12:30:57.980321-07
46256,2010-03-25 18:40:18.197599-07,,34649,30, ,2010-03-25 18:40:18.197599-07,2010-03-25 18:40:18.197599-07
46257,2010-03-25 18:40:18.205758-07,,34649,32407, ,2010-03-25 18:40:18.205758-07,2010-03-25 18:40:18.205758-07
46258,2010-03-25 18:40:18.213534-07,,34649,32411, ,2010-03-25 18:40:18.213534-07,2010-03-25 18:40:18.213534-07
46259,2010-03-25 18:40:18.219657-07,,34649,32414, ,2010-03-25 18:40:18.219657-07,2010-03-25 18:40:18.219657-07
46260,2010-03-25 18:40:18.226167-07,,34649,32415, ,2010-03-25 18:40:18.226167-07,2010-03-25 18:40:18.226167-07
46261,2010-03-25 18:40:18.231751-07,,34649,36230, ,2010-03-25 18:40:18.231751-07,2010-03-25 18:40:18.231751-07
46262,2010-03-25 18:40:18.237825-07,,34649,39338, ,2010-03-25 18:40:18.237825-07,2010-03-25 18:40:18.237825-07
46263,2010-03-25 18:40:18.244696-07,,34649,41970, ,2010-03-25 18:40:18.244696-07,2010-03-25 18:40:18.244696-07
41907,2009-03-30 13:41:40.118748-07,0,33531,41906,T,2009-03-30 13:41:40.118748-07,2009-03-30 13:41:40.118748-07
42510,2009-05-01 16:49:31.048721-07,0,42340,19663,,2009-05-01 16:49:31.048721-07,2009-05-01 16:49:31.048721-07
42511,2009-05-01 16:49:39.213155-07,0,42340,15,,2009-05-01 16:49:39.213155-07,2009-05-01 16:49:39.213155-07
42512,2009-05-01 16:49:48.970155-07,0,42340,7345,,2009-05-01 16:49:48.970155-07,2009-05-01 16:49:48.970155-07
42513,2009-05-01 16:49:57.828884-07,0,42340,5818,,2009-05-01 16:49:57.828884-07,2009-05-01 16:49:57.828884-07
42514,2009-05-01 16:50:07.397074-07,0,42340,34217,,2009-05-01 16:50:07.397074-07,2009-05-01 16:50:07.397074-07
42515,2009-05-01 16:50:17.199024-07,0,42340,34218,,2009-05-01 16:50:17.199024-07,2009-05-01 16:50:17.199024-07
42516,2009-05-01 16:50:31.151305-07,0,42340,7344,,2009-05-01 16:50:31.151305-07,2009-05-01 16:50:31.151305-07
46264,2010-03-25 18:40:52.698865-07,,34648,32411, ,2010-03-25 18:40:52.698865-07,2010-03-25 18:40:52.698865-07
46265,2010-03-25 18:40:52.706195-07,,34648,32414, ,2010-03-25 18:40:52.706195-07,2010-03-25 18:40:52.706195-07
42519,2009-05-01 16:51:44.641247-07,0,42340,37016,,2009-05-01 16:51:44.641247-07,2009-05-01 16:51:44.641247-07
46266,2010-03-25 18:40:52.712695-07,,34648,32415, ,2010-03-25 18:40:52.712695-07,2010-03-25 18:40:52.712695-07
